WHO_region,Disease_presentation,Age_group,Pathogen,burden_mean_value,burden_lower_value,burden_upper_value,Efficacy,Coverage,Duration,DiseasePresentation,Vaccination,Selection
Africa,Bone and joint infections,15 to 19,Escherichia coli,12.1756541067108,2.4465015676539,34.4600477073582,0.7,0.7,2,UTI,60 or above,Yes
Africa,Bone and joint infections,20 to 24,Escherichia coli,3.2483677042596,0.61949971924211,9.52793621842725,0.7,0.7,2,UTI,60 or above,Yes
Africa,Bone and joint infections,25 to 29,Escherichia coli,3.03584257053884,0.654365096199441,8.41476182598635,0.7,0.7,2,UTI,60 or above,Yes
Africa,Bone and joint infections,30 to 34,Escherichia coli,2.75979941370677,0.48040890414047,8.58759216029532,0.7,0.7,2,UTI,60 or above,Yes
Africa,Bone and joint infections,35 to 39,Escherichia coli,3.47890323273404,0.684354590806547,9.90204397898243,0.7,0.7,2,UTI,60 or above,Yes
Africa,Bone and joint infections,40 to 44,Escherichia coli,4.80791358389052,1.06170787447679,12.9778264242009,0.7,0.7,2,UTI,60 or above,Yes
Africa,Bone and joint infections,45 to 49,Escherichia coli,6.55466184360532,1.45465705434804,17.5246119001447,0.7,0.7,2,UTI,60 or above,Yes
Africa,Bone and joint infections,50 to 54,Escherichia coli,10.0798659347259,2.43230237830827,25.9049737512114,0.7,0.7,2,UTI,60 or above,Yes
Africa,Bone and joint infections,55 to 59,Escherichia coli,15.4794636651124,4.53102864328407,37.2771113951218,0.7,0.7,2,UTI,60 or above,Yes
Africa,Bone and joint infections,60 to 64,Escherichia coli,19.645616369003,5.56619904846672,46.9198401624938,0.7,0.7,2,UTI,60 or above,Yes
Africa,Bone and joint infections,65 to 69,Escherichia coli,24.4895819489794,7.59289655687343,55.1528694671313,0.7,0.7,2,UTI,60 or above,Yes
Africa,Bone and joint infections,70 to 74,Escherichia coli,41.3602425689115,10.81096101972,97.3231015034156,0.7,0.7,2,UTI,60 or above,Yes
Africa,Bone and joint infections,75 to 79,Escherichia coli,46.2756121182161,12.0215504455941,107.628085301531,0.7,0.7,2,UTI,60 or above,Yes
Africa,Bone and joint infections,80 to 84,Escherichia coli,48.8672482535149,15.5229909395891,101.714973861201,0.7,0.7,2,UTI,60 or above,Yes
Africa,Bone and joint infections,85 to 89,Escherichia coli,36.1699117234856,11.7267587098649,76.3787096643033,0.7,0.7,2,UTI,60 or above,Yes
Africa,Bone and joint infections,90 to 94,Escherichia coli,16.7186950024405,4.936674006106,36.0326422540431,0.7,0.7,2,UTI,60 or above,Yes
Africa,Bone and joint infections,95 plus,Escherichia coli,5.41729777769733,1.49265497952434,12.5329317992569,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,EN,Escherichia coli,0.375106560881479,0.036975277189843,1.33629702189338,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,LN,Escherichia coli,0.460236086397486,0.0336666881234776,2.32114909302981,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,PN,Escherichia coli,0.776809010934605,0.109176379455332,2.5865356453893,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,1 to 4,Escherichia coli,0.653059953703771,0.0824159089221231,2.23680141627735,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,5 to 9,Escherichia coli,1.06047206468304,0.452068099266406,2.22262057408739,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,10 to 14,Escherichia coli,1.67459391147348,0.35642695388539,4.29347863739286,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,15 to 19,Escherichia coli,0.921239389629535,0.210848877162471,2.67988019356284,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,20 to 24,Escherichia coli,1.2079509111118,0.232762072598347,3.59254217047015,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,25 to 29,Escherichia coli,1.56799363557264,0.338776985647512,4.48271880248284,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,30 to 34,Escherichia coli,2.14258850277116,0.355617533911059,6.63339700877706,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,35 to 39,Escherichia coli,2.97536864374354,0.601595052241426,8.48436312241453,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,40 to 44,Escherichia coli,4.27799857447822,1.00587249138663,11.4481359986326,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,45 to 49,Escherichia coli,6.84168163323174,1.6123932424695,18.3537138730079,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,50 to 54,Escherichia coli,13.0572426198163,3.24873494986958,32.3641821878967,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,55 to 59,Escherichia coli,18.8763629601787,5.78830626445772,45.1378445032893,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,60 to 64,Escherichia coli,24.3481712639769,7.33490622265737,57.5175259947745,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,65 to 69,Escherichia coli,28.15371924076,9.35722371535708,62.0305106209926,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,70 to 74,Escherichia coli,50.5544496651087,14.7300951168242,117.693262064854,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,75 to 79,Escherichia coli,50.4183454359545,14.2750613668296,113.075498035817,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,80 to 84,Escherichia coli,48.4123489446778,15.1706184181824,104.481282409761,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,85 to 89,Escherichia coli,44.1727873753949,13.0158154416093,98.4579397417449,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,90 to 94,Escherichia coli,26.8560719052086,7.07277237147197,64.7052736456156,0.7,0.7,2,UTI,60 or above,Yes
Americas,Bone and joint infections,95 plus,Escherichia coli,13.6051138294025,3.11560213541227,35.5810324165437,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,EN,Escherichia coli,31.4648390414662,3.19319849878041,87.0044109703582,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,LN,Escherichia coli,8.38433697403628,0.832052070082389,29.1930701698517,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,PN,Escherichia coli,8.0096712845821,1.12833314855635,24.6743096873266,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,1 to 4,Escherichia coli,5.10807784363131,0.691928164815438,17.1012210204545,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,5 to 9,Escherichia coli,2.44582608149865,0.580764209604318,7.31226609253184,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,10 to 14,Escherichia coli,4.76340697314371,0.644261767020245,14.8939290610733,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,15 to 19,Escherichia coli,4.40753500454476,0.912407790875486,12.1450205836423,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,20 to 24,Escherichia coli,2.49475246995111,0.465679425448454,7.41708337197464,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,25 to 29,Escherichia coli,2.74432991777023,0.630434472875575,7.65624365895274,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,30 to 34,Escherichia coli,2.89338283650654,0.481470797805421,9.05686439951012,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,35 to 39,Escherichia coli,3.77132978581377,0.775003515582761,11.0187747944637,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,40 to 44,Escherichia coli,4.73858628567357,1.08339287763898,12.9373618558355,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,45 to 49,Escherichia coli,6.97116543901666,1.58834329514232,18.5685891616212,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,50 to 54,Escherichia coli,10.2578293647986,2.49624095698496,25.8014622955936,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,55 to 59,Escherichia coli,13.54463907113,3.87371052052384,31.5690469389125,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,60 to 64,Escherichia coli,17.2708261370762,4.7826233554033,40.3133315663424,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,65 to 69,Escherichia coli,20.9551675702182,6.2765540360574,47.3520260633704,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,70 to 74,Escherichia coli,34.9284043661036,9.45788365885125,82.9025031483062,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,75 to 79,Escherichia coli,32.4515734506497,8.41557131028842,77.3846645594719,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,80 to 84,Escherichia coli,36.3063099989475,10.9666992440694,78.7596901581641,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,85 to 89,Escherichia coli,27.4839393893628,8.19139393471767,59.9597637408193,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,90 to 94,Escherichia coli,11.6403672874507,3.08782119004074,25.9737222248038,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,Bone and joint infections,95 plus,Escherichia coli,3.9932799459609,1.02438012835732,9.01814968068574,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,EN,Escherichia coli,0.0526573435203445,0.004513825423163,0.198524507167259,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,LN,Escherichia coli,0.0495849916547591,0.0049789599416214,0.161828108536395,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,PN,Escherichia coli,0.159160968418007,0.0223524077694787,0.536904696120578,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,1 to 4,Escherichia coli,0.24931534728213,0.0319306986217096,0.882196869771923,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,5 to 9,Escherichia coli,0.307457839045371,0.118565771764709,0.72948253241289,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,10 to 14,Escherichia coli,0.351234492953575,0.0600605102452032,1.05718265861765,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,15 to 19,Escherichia coli,0.22268396848855,0.0491306968694076,0.648941891819997,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,20 to 24,Escherichia coli,0.466372623831679,0.0844678249586305,1.48785755913708,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,25 to 29,Escherichia coli,0.870994881151333,0.183622873664628,2.58516200902431,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,30 to 34,Escherichia coli,1.77340806800767,0.285084105997587,5.69191906830369,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,35 to 39,Escherichia coli,2.41259303139439,0.472587323936495,7.08906311457952,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,40 to 44,Escherichia coli,3.82674232280166,0.865638779538404,10.3094805562814,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,45 to 49,Escherichia coli,5.90534518740044,1.38858740340904,15.9347079201869,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,50 to 54,Escherichia coli,11.3979229037438,2.86481386287969,28.0867854827604,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,55 to 59,Escherichia coli,16.6419926104913,5.11098712540192,38.8734030399892,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,60 to 64,Escherichia coli,22.8333754826706,6.88009992487271,52.4231361965113,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,65 to 69,Escherichia coli,26.1368387448119,8.88580030126441,56.7699305240003,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,70 to 74,Escherichia coli,44.4403718519514,12.7474608558607,105.483714332734,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,75 to 79,Escherichia coli,48.6018101380047,14.2118946096182,110.692815588106,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,80 to 84,Escherichia coli,58.0236614659712,19.0711152375444,126.529604988748,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,85 to 89,Escherichia coli,52.0390495131787,16.2742055513577,113.388167654275,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,90 to 94,Escherichia coli,32.4663450925422,9.18075873574117,76.8785524089297,0.7,0.7,2,UTI,60 or above,Yes
Europe,Bone and joint infections,95 plus,Escherichia coli,11.9765009015219,2.91632011919718,31.092879488957,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,EN,Escherichia coli,4.39102763529276,0.44545669033843,13.9054165885778,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,LN,Escherichia coli,3.21804606975298,0.281132254174856,11.0451294797621,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,PN,Escherichia coli,6.26491881716485,0.838100604053072,19.467191162143,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,1 to 4,Escherichia coli,3.51394804233634,0.443169448831377,12.3525254081242,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,5 to 9,Escherichia coli,2.4709666428158,0.630137572763061,7.4133679878272,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,10 to 14,Escherichia coli,7.08832039586808,1.04244548006778,22.3960553505865,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,15 to 19,Escherichia coli,5.07111797407748,1.10824132617837,14.6647806219691,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,20 to 24,Escherichia coli,3.68346220731445,0.710570646040251,10.5991947373305,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,25 to 29,Escherichia coli,3.9228857959519,0.885936326568005,11.0083423377426,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,30 to 34,Escherichia coli,4.40786734712778,0.736289296132566,13.444116380586,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,35 to 39,Escherichia coli,6.29487068178478,1.1999781941509,18.1099264250799,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,40 to 44,Escherichia coli,8.67351532876859,1.80042997791888,23.212515688806,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,45 to 49,Escherichia coli,14.071042364213,2.96510124051039,37.893672648408,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,50 to 54,Escherichia coli,23.3333119462474,5.16518192344556,59.8281694651282,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,55 to 59,Escherichia coli,39.122840167794,10.8505116143962,93.998391562774,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,60 to 64,Escherichia coli,60.4741984666725,17.0471171769682,141.345412472384,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,65 to 69,Escherichia coli,91.2275687528493,28.2804982443434,201.973442401897,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,70 to 74,Escherichia coli,166.057644948306,45.8861602349057,380.436778390037,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,75 to 79,Escherichia coli,168.676058779761,45.3646265240907,396.337892018922,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,80 to 84,Escherichia coli,188.800334124577,58.3983950226605,402.343693888562,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,85 to 89,Escherichia coli,124.450869294357,37.3189736632552,274.598092840412,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,90 to 94,Escherichia coli,53.3087486315589,14.1786935825221,123.908953106396,0.7,0.7,2,UTI,60 or above,Yes
South-East Asia,Bone and joint infections,95 plus,Escherichia coli,11.673537040741,2.73415487786707,29.7705920117845,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,EN,Escherichia coli,0.278597172860428,0.0308427901854409,0.95235481243333,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,LN,Escherichia coli,0.285900333678289,0.0294051957807551,0.938818356591616,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,PN,Escherichia coli,1.28246141417412,0.185600745204594,4.18962904651673,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,1 to 4,Escherichia coli,1.1961214591579,0.161717589381158,3.97662402685206,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,5 to 9,Escherichia coli,1.33641350711948,0.524332626869384,3.03181398616359,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,10 to 14,Escherichia coli,1.54400973193357,0.296005223211349,4.17136251059918,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,15 to 19,Escherichia coli,0.9432954355213,0.219795281700526,2.71252568439128,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,20 to 24,Escherichia coli,1.52459564677952,0.281452699299256,4.6359390050363,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,25 to 29,Escherichia coli,2.35003229273654,0.504962806958197,6.74976217769491,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,30 to 34,Escherichia coli,4.22443466683258,0.683456275246196,12.9906526068891,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,35 to 39,Escherichia coli,5.14603514743391,1.00846373246771,14.5923931089667,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,40 to 44,Escherichia coli,8.71724150391766,1.99304964885774,23.626172837104,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,45 to 49,Escherichia coli,15.2659410444364,3.72105621494615,40.1006306321338,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,50 to 54,Escherichia coli,30.1630183059129,7.85629144936566,73.4045507220356,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,55 to 59,Escherichia coli,35.6826221146923,11.3422758127196,83.5244343569597,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,60 to 64,Escherichia coli,44.3509703900195,13.8581357522103,100.370735390284,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,65 to 69,Escherichia coli,57.2683410033913,19.8302266270949,124.165054098904,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,70 to 74,Escherichia coli,101.1330965634,30.0855483691731,235.911141209447,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,75 to 79,Escherichia coli,96.3700163148401,28.7747032614816,223.992085978913,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,80 to 84,Escherichia coli,100.961721255206,33.4295776451253,224.258524196664,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,85 to 89,Escherichia coli,81.244226457488,25.6933099884307,185.500146554729,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,90 to 94,Escherichia coli,31.0576410322019,8.74243019752669,74.0290331626957,0.7,0.7,2,UTI,60 or above,Yes
Western Pacific,Bone and joint infections,95 plus,Escherichia coli,9.99884842643105,2.38272990968815,26.6903431964496,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,EN,Escherichia coli,5177.77702902071,3433.09301909883,7645.73183258051,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,LN,Escherichia coli,1984.93061732373,1463.19315889215,2614.6346304904,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,PN,Escherichia coli,995.436534452886,587.483495148447,1569.17164454853,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,1 to 4,Escherichia coli,652.88114534217,326.668907644073,1121.72750129659,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,5 to 9,Escherichia coli,240.012738855815,128.037976481271,390.62472635046,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,10 to 14,Escherichia coli,183.574454411328,105.936049081604,289.69258326851,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,15 to 19,Escherichia coli,279.570768501132,165.831903185493,432.965189872203,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,20 to 24,Escherichia coli,231.736911466158,141.861474003018,358.889451818197,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,25 to 29,Escherichia coli,210.746858201618,130.917378214881,328.547559246466,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,30 to 34,Escherichia coli,225.921839210381,136.329888108083,359.343716476835,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,35 to 39,Escherichia coli,269.154423415183,153.790292683204,436.676915799163,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,40 to 44,Escherichia coli,326.992056679878,184.56890870353,518.810010644001,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,45 to 49,Escherichia coli,408.97302043826,217.355388050124,668.317587402966,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,50 to 54,Escherichia coli,720.449071381961,395.445728106523,1147.75416463941,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,55 to 59,Escherichia coli,894.481348204099,507.494415929105,1407.86251335417,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,60 to 64,Escherichia coli,1090.71204944458,602.089457168207,1754.70698607139,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,65 to 69,Escherichia coli,1264.26002830816,724.514668603669,1944.23937471868,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,70 to 74,Escherichia coli,1941.52870016616,941.994098818469,3376.38933047444,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,75 to 79,Escherichia coli,1992.89158818412,978.546775654199,3462.05742103871,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,80 to 84,Escherichia coli,1720.89969149166,881.958973624723,2903.33881688854,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,85 to 89,Escherichia coli,1218.68784782571,598.514090587602,2106.82670495563,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,90 to 94,Escherichia coli,513.176833222287,234.977499590275,928.676315772356,0.7,0.7,2,UTI,60 or above,Yes
Africa,BSI,95 plus,Escherichia coli,162.291819730408,72.2974902550633,295.506429817736,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,EN,Escherichia coli,587.883589959467,403.408814317147,856.787562305966,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,LN,Escherichia coli,378.414177121664,272.092484197093,523.042994481825,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,PN,Escherichia coli,280.875095688954,179.055692055876,417.683043366264,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,1 to 4,Escherichia coli,55.5689131968977,25.8459755910653,97.2042667958692,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,5 to 9,Escherichia coli,50.1493063910081,23.5800205957352,87.0236196679626,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,10 to 14,Escherichia coli,50.6633617383123,25.7079883177448,83.824937983628,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,15 to 19,Escherichia coli,81.9043548946604,38.963819046307,140.494606537946,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,20 to 24,Escherichia coli,109.758967904184,51.6070740821756,188.31923735548,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,25 to 29,Escherichia coli,127.909413311284,61.998949930746,220.801515951458,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,30 to 34,Escherichia coli,156.166770830773,70.4094972402754,277.128394506781,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,35 to 39,Escherichia coli,205.402553567447,94.6971675533695,360.633215054957,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,40 to 44,Escherichia coli,272.380318803688,135.684754259467,455.154102917075,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,45 to 49,Escherichia coli,405.288779844658,190.482866894073,691.771785528075,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,50 to 54,Escherichia coli,967.30603907672,511.059261321965,1559.57076787123,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,55 to 59,Escherichia coli,1466.47815211442,803.334479000196,2375.16676412767,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,60 to 64,Escherichia coli,1943.88873699801,1067.88531094815,3134.62793724525,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,65 to 69,Escherichia coli,2292.10003458903,1344.39066950893,3531.57100903818,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,70 to 74,Escherichia coli,4092.33837414669,2048.89088288357,7131.21011627536,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,75 to 79,Escherichia coli,3829.10989782578,1960.73534657759,6560.21847234724,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,80 to 84,Escherichia coli,3674.90462346539,1976.06566227335,6134.85541660234,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,85 to 89,Escherichia coli,3180.96033012269,1613.72027270987,5506.53717272885,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,90 to 94,Escherichia coli,1959.5141615533,901.013525709122,3666.17247911966,0.7,0.7,2,UTI,60 or above,Yes
Americas,BSI,95 plus,Escherichia coli,998.407605303212,422.603006390226,1979.20868442441,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,BSI,EN,Escherichia coli,1872.18204313637,1044.06256706193,3152.81211486392,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,BSI,LN,Escherichia coli,977.143985936681,650.713211433675,1389.60891482701,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,BSI,PN,Escherichia coli,377.711144678577,207.258072992535,611.796525330078,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,BSI,1 to 4,Escherichia coli,149.242174289978,77.5284822053782,251.887913748191,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,BSI,5 to 9,Escherichia coli,121.682853404728,59.4423480141901,212.770624462091,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,BSI,10 to 14,Escherichia coli,91.38874451611,47.5684053616024,151.130496213118,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,BSI,15 to 19,Escherichia coli,126.069701203966,66.4721373192755,204.935500679479,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,BSI,20 to 24,Escherichia coli,116.159346362708,58.9266124183758,200.929642242178,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,BSI,25 to 29,Escherichia coli,102.408609806618,53.3082803503723,174.932007608301,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,BSI,30 to 34,Escherichia coli,111.710121812497,55.7058856407805,204.135347826688,0.7,0.7,2,UTI,60 or above,Yes
Eastern Mediterranean,BSI,35 to 39,Escherichia coli,140.371782121892,68.4286335931463,249.06035803794,0.7,0.7,2,UTI,60 or above,Yes
